Target	gc_bias	mappability	reptiming	Gene	on_target
chr1:1222148-1222356	0.655502392344498	1	80.4162145935663	SCNN1D	TRUE
chr1:1222888-1222977	0.666666666666667	1	80.4162145935663	SCNN1D	TRUE
chr1:3745830-3745938	0.431192660550459	1	81.3065319250126	CEP104	TRUE
chr1:3747610-3747787	0.50561797752809	1	81.3065319250126	CEP104	TRUE
chr1:3753856-3754084	0.480349344978166	1	81.3065319250126	CEP104	TRUE
chr1:8921419-8921489	0.52112676056338	1	76.0606032267656	ENO1	TRUE
chr1:8934883-8934968	0.476744186046512	1	76.0606032267656	ENO1	TRUE
chr1:10331560-10331638	0.468354430379747	1	75.0915417057453	KIF1B	TRUE
chr1:10352105-10352181	0.506493506493506	1	75.0915417057453	KIF1B	TRUE
chr1:10412689-10412795	0.467289719626168	1	75.0492696478815	KIF1B	TRUE
chr1:10421750-10421884	0.548148148148148	1	75.0492696478815	KIF1B	TRUE
chr1:10423341-10423403	0.46031746031746	1	75.0492696478815	KIF1B	TRUE
chr1:10425158-10425304	0.54421768707483	1	75.0492696478815	KIF1B	TRUE
chr1:10435313-10435432	0.508333333333333	1	75.0492696478815	KIF1B	TRUE
chr1:12066595-12066751	0.617834394904459	1	83.8049638200514	MFN2	TRUE
chr1:12067110-12067307	0.595959595959596	1	83.8049638200514	MFN2	TRUE
chr1:12071553-12071623	0.507042253521127	1	83.8049638200514	MFN2	TRUE
chr1:13476271-13476850	0.475862068965517	0.350000001490116	31.2486377376141	PRAMEF19	TRUE
chr1:13695525-13696099	0.546086956521739	0.375	10.9634069546799	PRAMEF19	TRUE
chr1:19404470-19404561	0.467391304347826	1	68.3257778658725	UBR4	TRUE
chr1:19412639-19412765	0.606299212598425	1	68.3257778658725	UBR4	TRUE
chr1:19419807-19419981	0.457142857142857	1	68.3257778658725	UBR4	TRUE
chr1:19420443-19420634	0.515625	1	68.3257778658725	UBR4	TRUE
chr1:19437236-19437327	0.565217391304348	1	68.3257778658725	UBR4	TRUE
chr1:19440439-19440565	0.503937007874016	1	68.3257778658725	UBR4	TRUE
chr1:19441305-19441444	0.485714285714286	1	68.3257778658725	UBR4	TRUE
chr1:19441892-19442132	0.551867219917012	1	68.3257778658725	UBR4	TRUE
chr1:19446051-19446196	0.486301369863014	1	68.3257778658725	UBR4	TRUE
chr1:19447683-19447929	0.546558704453441	1	68.3257778658725	UBR4	TRUE
chr1:19454705-19454813	0.467889908256881	1	68.3257778658725	UBR4	TRUE
chr1:19464501-19464676	0.585227272727273	1	68.3257778658725	UBR4	TRUE
chr1:19467841-19468019	0.592178770949721	1	68.3257778658725	UBR4	TRUE
chr1:19473320-19473495	0.534090909090909	1	68.3257778658725	UBR4	TRUE
chr1:19474487-19474622	0.610294117647059	1	68.3257778658725	UBR4	TRUE
chr1:19478807-19478971	0.490909090909091	1	68.3257778658725	UBR4	TRUE
chr1:19486605-19486776	0.534883720930233	1	68.3257778658725	UBR4	TRUE
chr1:19488321-19488392	0.375	1	68.3257778658725	UBR4	TRUE
chr1:19490258-19490322	0.369230769230769	1	68.3257778658725	UBR4	TRUE
chr1:19494521-19494679	0.528301886792453	1	68.3257778658725	UBR4	TRUE
chr1:19499675-19499801	0.448818897637795	1	68.3257778658725	UBR4	TRUE
