Target total_coverage counts on_target duplication_rate
chr1:1222148-1222356 28438.9248561558 284.389248561558 TRUE NA
chr1:1222888-1222977 16337.9153916353 163.379153916353 TRUE NA
chr1:3745830-3745938 10376.9753773216 103.769753773216 TRUE NA
chr1:3747610-3747787 10674.0486682218 106.740486682218 TRUE NA
chr1:3753856-3754084 21535.6243674332 215.356243674332 TRUE NA
chr1:8921419-8921489 3098.51270475107 30.9851270475107 TRUE NA
chr1:8934883-8934968 8964.1286470014 89.641286470014 TRUE NA
chr1:10331560-10331638 10522.3475774684 105.223475774684 TRUE NA
chr1:10352105-10352181 5038.99501208272 50.3899501208272 TRUE NA
chr1:10412689-10412795 12383.52179787 123.8352179787 TRUE NA
chr1:10421750-10421884 28737.5179022235 287.375179022235 TRUE NA
chr1:10423341-10423403 4103.60115932766 41.0360115932766 TRUE NA
chr1:10425158-10425304 25059.3958388164 250.593958388164 TRUE NA
chr1:10435313-10435432 8180.18670792649 81.8018670792649 TRUE NA
chr1:12066595-12066751 18766.0331117696 187.660331117696 TRUE NA
chr1:12067110-12067307 10933.3976598577 109.333976598577 TRUE NA
chr1:12071553-12071623 4153.9675152653 41.539675152653 TRUE NA
chr1:13476271-13476850 215.732110156195 2.15732110156195 TRUE NA
chr1:13695525-13696099 0 0 TRUE NA
chr1:19404470-19404561 4160.53150911961 41.6053150911961 TRUE NA
chr1:19412639-19412765 10150.9144645892 101.509144645892 TRUE NA
chr1:19419807-19419981 22949.3900374371 229.493900374371 TRUE NA
chr1:19420443-19420634 12023.5841586258 120.235841586258 TRUE NA
chr1:19437236-19437327 9135.61533916725 91.3561533916725 TRUE NA
chr1:19440439-19440565 16128.6014591284 161.286014591284 TRUE NA
chr1:19441305-19441444 30431.0691317135 304.310691317135 TRUE NA
chr1:19441892-19442132 38739.6678249779 387.396678249779 TRUE NA
chr1:19446051-19446196 7235.07979267579 72.3507979267579 TRUE NA
chr1:19447683-19447929 15880.5979993958 158.805979993958 TRUE NA
chr1:19454705-19454813 10167.3412442573 101.673412442573 TRUE NA
chr1:19464501-19464676 23952.7801117616 239.527801117616 TRUE NA
chr1:19467841-19468019 33372.1059163263 333.721059163263 TRUE NA
chr1:19473320-19473495 32423.8454208076 324.238454208076 TRUE NA
chr1:19474487-19474622 15891.200805094 158.91200805094 TRUE NA
chr1:19478807-19478971 10223.1516498128 102.231516498128 TRUE NA
chr1:19486605-19486776 20779.4689818616 207.794689818616 TRUE NA
chr1:19488321-19488392 13986.8111454257 139.868111454257 TRUE NA
chr1:19490258-19490322 15604.2515680226 156.042515680226 TRUE NA
chr1:19494521-19494679 12665.1522023277 126.651522023277 TRUE NA
chr1:19499675-19499801 20046.001982591 200.46001982591 TRUE NA
chr1:19500813-19500942 11789.7816995604 117.897816995604 TRUE NA
chr1:19503086-19503222 18375.125490617 183.75125490617 TRUE NA
chr1:19503955-19504238 47082.4197657683 470.824197657683 TRUE NA
chr1:19519927-19520052 27048.436737278 270.48436737278 TRUE NA
chr1:21924893-21924996 2477.25294333198 24.7725294333198 TRUE NA
chr1:21929297-21929407 12249.9261356673 122.499261356673 TRUE NA
chr1:21935343-21935430 14467.4416493713 144.674416493713 TRUE NA
chr1:22147943-22148105 25646.4457427753 256.464457427753 TRUE NA
chr1:22413162-22413360 22514.6650691602 225.146650691602 TRUE NA
chr1:22417921-22418011 235.416410484711 2.35416410484711 TRUE NA
chr1:23693535-23693662 9725.87700051715 97.2587700051715 TRUE NA
chr1:23694466-23694499 2924.27046774314 29.2427046774314 TRUE NA
chr1:24086002-24086064 13376.7335784297 133.767335784297 TRUE NA
chr1:24124185-24124362 16525.8942197469 165.258942197469 TRUE NA
chr1:24128953-24129055 14821.4921121684 148.214921121684 TRUE NA
chr1:24130890-24131016 15794.0993869051 157.940993869051 TRUE NA
chr1:26517119-26517332 8731.69907643454 87.3169907643454 TRUE NA
chr1:28056743-28056845 0 0 TRUE NA
chr1:31188004-31188157 21999.8751142811 219.998751142811 TRUE NA
chr1:31189637-31189763 4027.13654145201 40.2713654145201 TRUE NA
chr1:32193626-32193683 2557.31858096177 25.5731858096177 TRUE NA
chr1:32201922-32201992 10806.2171410288 108.062171410288 TRUE NA
chr1:32203801-32203928 7551.9729613782 75.519729613782 TRUE NA
chr1:32204909-32205237 44057.6831044689 440.576831044689 TRUE NA
chr1:32205527-32205636 12257.3978780977 122.573978780977 TRUE NA
chr1:32206974-32207081 10212.447554297 102.12447554297 TRUE NA
chr1:32222802-32222823 1972.81363031161 19.7281363031161 TRUE NA
chr1:33245686-33245880 11714.3049133549 117.143049133549 TRUE NA
chr1:33252541-33252677 22503.2538385215 225.032538385215 TRUE NA
chr1:40432273-40432364 18111.7319618335 181.117319618335 TRUE NA
chr1:40434006-40434150 29356.4620277343 293.564620277343 TRUE NA
chr1:40668084-40668287 11208.9368446812 112.089368446812 TRUE NA
chr1:40688246-40688383 8852.07094027628 88.5207094027628 TRUE NA
chr1:43803520-43803599 3824.5640768344 38.245640768344 TRUE NA
chr1:43804213-43804392 13939.8110813343 139.398110813343 TRUE NA
chr1:43805635-43805798 8243.10434104666 82.4310434104666 TRUE NA
chr1:43812116-43812301 41558.4666320941 415.584666320941 TRUE NA
chr1:45792821-45793937 167208.607101982 1672.08607101982 TRUE NA
chr1:46658977-46659061 19182.3231270245 191.823231270245 TRUE NA
chr1:46661483-46661597 10961.352636059 109.61352636059 TRUE NA
chr1:46769439-46769493 9293.48139441761 92.9348139441761 TRUE NA
chr1:47030713-47030809 14698.7125155629 146.987125155629 TRUE NA
chr1:47040619-47040693 7102.91408831963 71.0291408831963 TRUE NA
chr1:47059785-47059819 3453.47451532902 34.5347451532902 TRUE NA
chr1:67890571-67890661 1222.49654390134 12.2249654390134 TRUE NA
chr1:78046683-78046755 5502.72910134976 55.0272910134976 TRUE NA
chr1:78050202-78050341 9278.93705235152 92.7893705235152 TRUE NA
chr1:78395001-78395190 9151.40383542262 91.5140383542262 TRUE NA
chr1:108700084-108700243 23522.0365083059 235.220365083059 TRUE NA
chr1:108728450-108728577 10132.1618765568 101.321618765568 TRUE NA
chr1:109391534-109391683 17277.9892112807 172.779892112807 TRUE NA
chr1:110456881-110457004 15656.1579588425 156.561579588425 TRUE NA
chr1:113153463-113153626 29400.5455487042 294.005455487042 TRUE NA
chr1:114499249-114499434 12764.1680009909 127.641680009909 TRUE NA
chr1:114515646-114516135 108591.498994517 1085.91498994517 TRUE NA
chr1:115267842-115267955 28530.333721705 285.30333721705 TRUE NA
chr1:115269604-115269712 10383.8938426761 103.838938426761 TRUE NA
chr1:115276610-115276739 24831.1820757207 248.311820757207 TRUE NA
chr1:115279379-115279477 2874.00322809799 28.7400322809799 TRUE NA
chr1:145791061-145791171 0 0 TRUE NA
chr1:145811896-145812003 1716.36581550548 17.1636581550548 TRUE NA
chr1:149900759-149900794 8031.79835511739 80.3179835511739 TRUE NA
chr1:149901515-149901809 24151.4517723134 241.514517723134 TRUE NA
chr1:149907477-149907599 27161.2688070139 271.612688070139 TRUE NA
chr1:150039915-150040008 16803.1548522277 168.031548522277 TRUE NA
chr1:150040687-150040822 12510.3879962378 125.103879962378 TRUE NA
chr1:150044233-150044294 4890.54616983034 48.9054616983034 TRUE NA
chr1:150064031-150064190 23580.3478613834 235.803478613834 TRUE NA
chr1:150064396-150064504 4099.58835822274 40.9958835822274 TRUE NA
chr1:150255678-150256044 77981.946559768 779.81946559768 TRUE NA
chr1:150258842-150259367 163526.066319884 1635.26066319884 TRUE NA
chr1:152484011-152484368 23994.2559553095 239.942559553095 TRUE NA
chr1:153750237-153750362 10399.8500443147 103.998500443147 TRUE NA
chr1:153751590-153751688 25281.414513658 252.81414513658 TRUE NA
chr1:154461527-154461833 65974.0692323206 659.740692323206 TRUE NA
chr1:154471588-154471715 10187.8041912328 101.878041912328 TRUE NA
chr1:155640111-155640256 3478.71309555517 34.7871309555517 TRUE NA
chr1:158449668-158450676 256688.129553398 2566.88129553398 TRUE NA
chr1:160062072-160062486 39427.4402974244 394.274402974244 TRUE NA
chr1:160063500-160063962 81059.5763779367 810.595763779367 TRUE NA
chr1:160064659-160065037 70231.714597039 702.31714597039 TRUE NA
chr1:161008341-161008464 26234.0222863606 262.340222863606 TRUE NA
chr1:161753780-161753887 13849.7210233916 138.497210233916 TRUE NA
chr1:161761198-161761328 7875.17677798866 78.7517677798866 TRUE NA
chr1:161761914-161762118 35566.04877038 355.6604877038 TRUE NA
chr1:161790860-161790952 11011.856797966 110.11856797966 TRUE NA
chr1:167409901-167410005 7389.73009663659 73.8973009663659 TRUE NA
chr1:169102023-169102056 9095.3087498502 90.953087498502 TRUE NA
chr1:169199956-169200058 6560.77305035774 65.6077305035774 TRUE NA
chr1:171176857-171176930 4863.2945742229 48.632945742229 TRUE NA
chr1:177898993-177899065 4325.13598114228 43.2513598114228 TRUE NA
chr1:177902349-177902448 7483.36826631533 74.8336826631533 TRUE NA
chr1:177902619-177902772 28545.7287775583 285.457287775583 TRUE NA
chr1:177909745-177909850 5575.21044588748 55.7521044588748 TRUE NA
chr1:177923414-177923512 11811.7387298132 118.117387298132 TRUE NA
chr1:177927975-177928111 11395.1074356732 113.951074356732 TRUE NA
chr1:193045631-193045778 11453.1444552017 114.531444552017 TRUE NA
chr1:198498211-198498312 12454.7824697229 124.547824697229 TRUE NA
chr1:200944627-200944798 20583.401095549 205.83401095549 TRUE NA
chr1:200948663-200948844 19561.4243257169 195.614243257169 TRUE NA
chr1:200967512-200967704 21671.912496362 216.71912496362 TRUE NA
chr1:200978394-200978617 30352.5037171928 303.525037171928 TRUE NA
chr1:204085635-204085808 19882.733839887 198.82733839887 TRUE NA
chr1:204086721-204086836 18691.985879893 186.91985879893 TRUE NA
chr1:204091365-204091528 10926.0264432257 109.260264432257 TRUE NA
chr1:204103643-204103717 4023.45817829486 40.2345817829486 TRUE NA
chr1:204115770-204115893 20099.9911001725 200.999911001725 TRUE NA
chr1:204120723-204120981 124887.131326053 1248.87131326053 TRUE NA
chr1:205052681-205053449 139208.126328577 1392.08126328577 TRUE NA
chr1:207240844-207241052 33856.6333875666 338.566333875666 TRUE NA
chr1:207245549-207245717 29928.5729286566 299.285729286566 TRUE NA
chr1:213003584-213003604 117.646610158503 1.17646610158503 TRUE NA
chr1:213009215-213009492 50863.4085065334 508.634085065334 TRUE NA
chr1:214793998-214794290 56431.8521948498 564.318521948498 TRUE NA
chr1:244580930-244581055 7895.37608279967 78.9537608279967 TRUE NA
chr1:244582062-244582217 14565.227232334 145.65227232334 TRUE NA
chr1:244595847-244595898 2442.718070671 24.42718070671 TRUE NA
chr1:244600968-244601071 5338.88722592391 53.3888722592391 TRUE NA
chr1:244614937-244615120 9283.32939296685 92.8332939296685 TRUE NA
chr1:246890194-246890307 17175.4128200041 171.754128200041 TRUE NA
chr1:246903474-246903604 13921.1412540959 139.211412540959 TRUE NA
chr1:246921528-246921659 8445.8762297159 84.458762297159 TRUE NA
chr1:247419374-247420448 208342.692583106 2083.42692583106 TRUE NA
chr1:248084320-248085259 14419.3199804023 144.193199804023 TRUE NA
chr2:1648390-1648525 7719.55473725296 77.1955473725296 TRUE NA
chr2:1651944-1653448 198307.825521624 1983.07825521624 TRUE NA
chr2:1657400-1657558 29220.1207843859 292.201207843859 TRUE NA
chr2:1664653-1664810 20561.6998435655 205.616998435655 TRUE NA
chr2:1667377-1667536 10155.9462545419 101.559462545419 TRUE NA
chr2:1668730-1668847 2728.16412786873 27.2816412786873 TRUE NA
chr2:1677415-1677585 17874.0072850913 178.740072850913 TRUE NA
chr2:1680699-1680817 7407.0309625748 74.070309625748 TRUE NA
chr2:1687428-1687500 4193.49411833894 41.9349411833894 TRUE NA
chr2:9770288-9770582 14197.741193948 141.97741193948 TRUE NA
chr2:10262746-10263025 24512.6211954137 245.126211954137 TRUE NA
chr2:10263863-10263980 12820.5558323842 128.205558323842 TRUE NA
chr2:10268975-10269080 8249.48980999669 82.4948980999669 TRUE NA
chr2:11586603-11586650 0 0 TRUE NA
chr2:25022544-25022714 3132.45757523278 31.3245757523278 TRUE NA
chr2:25040539-25040676 4938.19333284886 49.3819333284886 TRUE NA
chr2:25383950-25384622 53233.0756945215 532.330756945215 TRUE NA
chr2:25991611-25991738 2943.16608467217 29.4316608467217 TRUE NA
chr2:26029098-26029210 11821.1589859563 118.211589859563 TRUE NA
chr2:26496519-26496619 3988.01061718226 39.8801061718226 TRUE NA
chr2:27438500-27438622 15847.4535389924 158.474535389924 TRUE NA
chr2:27565693-27566015 36373.1047530147 363.731047530147 TRUE NA
chr2:27721122-27721191 3799.12711865641 37.9912711865641 TRUE NA
chr2:27724002-27724097 14748.9152809428 147.489152809428 TRUE NA
chr2:27729655-27729753 12130.5384105115 121.305384105115 TRUE NA
chr2:27730844-27730942 4613.41504561586 46.1341504561586 TRUE NA
chr2:27741655-27741805 13058.2749171446 130.582749171446 TRUE NA
chr2:39212965-39213457 52328.3774036541 523.283774036541 TRUE NA
chr2:39216411-39216456 3305.93228272195 33.0593228272195 TRUE NA
chr2:39224063-39224180 5869.12892014802 58.6912892014802 TRUE NA
chr2:39239267-39239490 19728.9670623405 197.289670623405 TRUE NA
chr2:45616449-45616739 28356.216771154 283.56216771154 TRUE NA
chr2:46739170-46739851 111049.672109604 1110.49672109604 TRUE NA
chr2:48822367-48822442 13973.9840637716 139.739840637716 TRUE NA
chr2:54120811-54120937 5320.01952990273 53.2001952990273 TRUE NA
chr2:54122144-54122214 11230.6724455912 112.306724455912 TRUE NA
chr2:54125007-54125137 10786.605768639 107.86605768639 TRUE NA
chr2:54131162-54131294 5862.59852049783 58.6259852049783 TRUE NA
chr2:54135647-54135703 4862.70414434001 48.6270414434001 TRUE NA
chr2:54147330-54147488 7521.34850488955 75.2134850488955 TRUE NA
chr2:54150186-54150256 2750.63426393192 27.5063426393192 TRUE NA
chr2:54164528-54164678 7629.45250582585 76.2945250582585 TRUE NA
chr2:54753556-54753704 14249.2651354787 142.492651354787 TRUE NA
chr2:54839298-54839472 16437.0880060461 164.370880060461 TRUE NA
chr2:54844745-54844826 7781.52176611516 77.8152176611516 TRUE NA
chr2:54849437-54849625 16568.7303391448 165.687303391448 TRUE NA
chr2:54855234-54855388 13401.9479812279 134.019479812279 TRUE NA
chr2:54857992-54858749 62017.0522743626 620.170522743626 TRUE NA
chr2:54884987-54885184 8548.00110125476 85.4800110125476 TRUE NA
chr2:54887073-54887224 11256.5550850673 112.565550850673 TRUE NA
chr2:54891590-54891829 20319.843976212 203.19843976212 TRUE NA
chr2:64148340-64148470 6515.72786897789 65.1572786897789 TRUE NA
chr2:69267176-69267248 7038.93645535841 70.3893645535841 TRUE NA
chr2:69271874-69271946 12863.7459363041 128.637459363041 TRUE NA
chr2:69399499-69399517 1813.37950148625 18.1337950148625 TRUE NA
chr2:69408918-69409014 3625.81406069765 36.2581406069765 TRUE NA
chr2:69409625-69409793 8155.91989420829 81.5591989420829 TRUE NA
chr2:69472357-69472618 14133.5829106524 141.335829106524 TRUE NA
chr2:85625813-85625906 4557.87744365763 45.5787744365763 TRUE NA
chr2:88879036-88879159 8436.1589924288 84.361589924288 TRUE NA
chr2:88882948-88883061 6861.87009552092 68.6187009552092 TRUE NA
chr2:88887500-88887623 3375.88300194654 33.7588300194654 TRUE NA
chr2:88889961-88890124 5951.19904647484 59.5119904647484 TRUE NA
chr2:88892790-88892924 7509.03729375538 75.0903729375538 TRUE NA
chr2:88913242-88913372 12673.8640419499 126.738640419499 TRUE NA
chr2:111395541-111395737 16293.0698654847 162.930698654847 TRUE NA
chr2:111411013-111411101 14245.9958377724 142.459958377724 TRUE NA
